,eol_pk,trait_eol_pk,predicate,value_uri,measurement,units_uri,literal
1573,MetaTrait-190596200,R288-PK101223318,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1574,MetaTrait-190593251,R288-PK101220368,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1575,MetaTrait-190592927,R288-PK101220044,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1576,MetaTrait-190594183,R288-PK101221300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1577,MetaTrait-190585560,R288-PK101212672,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1578,MetaTrait-190579882,R288-PK101206988,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1579,MetaTrait-190577587,R288-PK101204692,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1580,MetaTrait-190562808,R201-PK101189887,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1581,MetaTrait-190558148,R201-PK101185223,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1582,MetaTrait-190558158,R201-PK101185233,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1583,MetaTrait-190542157,R206-PK101169222,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1584,MetaTrait-190541683,R206-PK101168748,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1585,MetaTrait-190543345,R206-PK101170410,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1586,MetaTrait-190543297,R206-PK101170362,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1587,MetaTrait-190541695,R206-PK101168760,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1588,MetaTrait-190541675,R206-PK101168740,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1589,MetaTrait-190541685,R206-PK101168750,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1590,MetaTrait-190534871,R205-PK101161931,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1591,MetaTrait-190534219,R205-PK101161279,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1592,MetaTrait-190531563,R205-PK101158623,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1593,MetaTrait-190528584,R204-PK101155645,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1594,MetaTrait-190528052,R204-PK101155113,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1595,MetaTrait-190528530,R204-PK101155591,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1596,MetaTrait-190527878,R207-PK101154939,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1597,MetaTrait-190518894,R207-PK101145931,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1598,MetaTrait-190515907,R207-PK101142939,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1599,MetaTrait-190511521,R207-PK101138545,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1600,MetaTrait-190510227,R207-PK101137247,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1601,MetaTrait-190507740,R207-PK101134757,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1602,MetaTrait-190508550,R207-PK101135569,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1603,MetaTrait-190502787,R207-PK101129795,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1604,MetaTrait-190481401,R207-PK101108385,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1605,MetaTrait-190472455,R207-PK101099425,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1606,MetaTrait-190470168,R207-PK101097137,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1607,MetaTrait-190468607,R207-PK101095573,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1608,MetaTrait-190462605,R207-PK101089555,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1609,MetaTrait-190460185,R207-PK101087131,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1610,MetaTrait-190460951,R207-PK101087899,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1611,MetaTrait-190451267,R207-PK101078205,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1612,MetaTrait-190449184,R207-PK101076121,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1613,MetaTrait-190446207,R207-PK101073143,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1614,MetaTrait-190444589,R207-PK101071525,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1615,MetaTrait-190440609,R207-PK101067543,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1616,MetaTrait-190440517,R207-PK101067451,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1617,MetaTrait-190438686,R207-PK101065619,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1618,MetaTrait-190433834,R207-PK101060767,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1619,MetaTrait-190432152,R207-PK101059085,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1620,MetaTrait-190430414,R207-PK101057347,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1621,MetaTrait-190431486,R207-PK101058419,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1622,MetaTrait-190430770,R207-PK101057703,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1623,MetaTrait-190429102,R207-PK101056035,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1624,MetaTrait-190419458,R181-PK101046388,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1625,MetaTrait-190417363,R181-PK101044292,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1626,MetaTrait-190417721,R181-PK101044650,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1627,MetaTrait-190416519,R181-PK101043448,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1628,MetaTrait-190405062,R181-PK101031978,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1629,MetaTrait-190404312,R181-PK101031228,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1630,MetaTrait-190404996,R181-PK101031912,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1631,MetaTrait-190401300,R181-PK101028214,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1632,MetaTrait-190402107,R181-PK101029022,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1633,MetaTrait-190402357,R181-PK101029272,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1634,MetaTrait-190399426,R180-PK101026341,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1635,MetaTrait-190397600,R180-PK101024513,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1636,MetaTrait-190395139,R179-PK101022051,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1637,MetaTrait-190394650,R179-PK101021561,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1638,MetaTrait-190392942,R179-PK101019853,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1639,MetaTrait-190392674,R179-PK101019585,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1640,MetaTrait-190388782,R179-PK101015691,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1641,MetaTrait-190387860,R178-PK101014770,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1642,MetaTrait-190387506,R178-PK101014416,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1643,MetaTrait-190384726,R178-PK101011634,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1644,MetaTrait-190385811,R178-PK101012720,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1645,MetaTrait-190382396,R178-PK101009304,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1646,MetaTrait-190382015,R178-PK101008922,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1647,MetaTrait-190382424,R178-PK101009332,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1648,MetaTrait-190382924,R178-PK101009832,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1649,MetaTrait-190382632,R178-PK101009540,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1650,MetaTrait-190380683,R177-PK101007589,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1651,MetaTrait-190381119,R177-PK101008025,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1652,MetaTrait-190380827,R177-PK101007733,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1653,MetaTrait-190377089,R177-PK101003993,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1654,MetaTrait-190373462,R177-PK101000365,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1655,MetaTrait-190372486,R177-PK100999389,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1656,MetaTrait-190355251,R175-PK100982106,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1657,MetaTrait-190352833,R175-PK100979684,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1658,MetaTrait-190349082,R175-PK100975922,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1659,MetaTrait-190339781,R175-PK100966598,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1660,MetaTrait-190333636,R175-PK100960432,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1661,MetaTrait-190331999,R175-PK100958790,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1662,MetaTrait-190327214,R175-PK100953994,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1663,MetaTrait-190322203,R175-PK100948964,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1664,MetaTrait-190308910,R175-PK100935642,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1665,MetaTrait-190303519,R175-PK100930244,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1666,MetaTrait-190281441,R175-PK100908126,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1667,MetaTrait-190268169,R175-PK100894838,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1668,MetaTrait-190257532,R175-PK100884198,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1669,MetaTrait-190253612,R175-PK100880274,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1670,MetaTrait-190252605,R175-PK100879266,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1671,MetaTrait-190252051,R175-PK100878712,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1672,MetaTrait-190245072,R175-PK100871728,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1673,MetaTrait-190242351,R175-PK100869006,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1674,MetaTrait-190237315,R175-PK100863968,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1675,MetaTrait-190231367,R175-PK100858016,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1676,MetaTrait-190220345,R175-PK100846992,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1677,MetaTrait-190208992,R175-PK100835634,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1678,MetaTrait-190208560,R175-PK100835202,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1679,MetaTrait-190206718,R175-PK100833360,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1680,MetaTrait-190200680,R175-PK100827320,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1681,MetaTrait-190191941,R175-PK100818580,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1682,MetaTrait-190033844,R174-PK100744221,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1683,MetaTrait-190030808,R174-PK100741185,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1684,MetaTrait-190031730,R174-PK100742107,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1685,MetaTrait-190027364,R174-PK100737741,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1686,MetaTrait-190028278,R174-PK100738655,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1687,MetaTrait-190027752,R174-PK100738129,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1688,MetaTrait-190017651,R173-PK100728022,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1689,MetaTrait-190011048,R173-PK100721406,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1690,MetaTrait-189999658,R173-PK100710002,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1691,MetaTrait-189993962,R173-PK100704300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1692,MetaTrait-189994901,R173-PK100705240,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1693,MetaTrait-189994785,R173-PK100705124,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1694,MetaTrait-189990438,R173-PK100700776,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1695,MetaTrait-189982395,R173-PK100692730,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1696,MetaTrait-189983091,R173-PK100693426,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1697,MetaTrait-189978350,R173-PK100688684,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1698,MetaTrait-189973973,R173-PK100684306,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1699,MetaTrait-189974961,R173-PK100685294,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1700,MetaTrait-189971996,R173-PK100682328,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1701,MetaTrait-176154271,R168-PK94388876,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1702,MetaTrait-176150020,R168-PK94384620,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1703,MetaTrait-176145037,R168-PK94379636,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1704,MetaTrait-176141916,R168-PK94376514,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1705,MetaTrait-176141594,R168-PK94376192,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1706,MetaTrait-176140670,R168-PK94375268,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1707,MetaTrait-176139933,R168-PK94374530,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1708,MetaTrait-176138415,R168-PK94373012,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1709,MetaTrait-176139439,R168-PK94374036,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1710,MetaTrait-176137630,R168-PK94372226,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1711,MetaTrait-176137030,R168-PK94371626,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1712,MetaTrait-176137026,R168-PK94371622,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1713,MetaTrait-176137844,R168-PK94372440,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1714,MetaTrait-189842243,R171-PK100605548,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1715,MetaTrait-189842959,R171-PK100606264,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1716,MetaTrait-189841789,R171-PK100605094,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1717,MetaTrait-189841387,R171-PK100604692,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1718,MetaTrait-189841361,R171-PK100604666,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1719,MetaTrait-189839656,R171-PK100602960,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1720,MetaTrait-189835252,R169-PK100598553,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1721,MetaTrait-189829001,R169-PK100592299,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1722,MetaTrait-189828925,R169-PK100592223,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1723,MetaTrait-189829649,R169-PK100592947,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1724,MetaTrait-189828943,R169-PK100592241,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1725,MetaTrait-189827090,R169-PK100590385,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1726,MetaTrait-189827100,R169-PK100590395,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1727,MetaTrait-189825534,R167-PK100588828,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1728,MetaTrait-189825702,R167-PK100588996,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1729,MetaTrait-189820677,R167-PK100583966,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1730,MetaTrait-189820307,R167-PK100583596,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1731,MetaTrait-189804331,R151-PK100567582,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1732,MetaTrait-189803657,R151-PK100566906,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1733,MetaTrait-189797074,R151-PK100560300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1734,MetaTrait-189795967,R151-PK100559190,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1735,MetaTrait-189793644,R151-PK100556862,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1736,MetaTrait-189792428,R151-PK100555644,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1737,MetaTrait-189793226,R151-PK100556444,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1738,MetaTrait-189792509,R151-PK100555726,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1739,MetaTrait-189792394,R151-PK100555610,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1740,MetaTrait-189789200,R151-PK100552408,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1741,MetaTrait-189787305,R151-PK100550508,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1742,MetaTrait-189782705,R151-PK100545898,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1743,MetaTrait-189780185,R151-PK100543374,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1744,MetaTrait-189775296,R151-PK100538470,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1745,MetaTrait-189761545,R151-PK100524682,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1746,MetaTrait-189752237,R151-PK100515338,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1747,MetaTrait-189739187,R151-PK100502250,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1748,MetaTrait-189733671,R151-PK100496720,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1749,MetaTrait-189728669,R151-PK100491706,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1750,MetaTrait-189716630,R151-PK100479638,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1751,MetaTrait-189715203,R151-PK100478208,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1752,MetaTrait-189715117,R151-PK100478122,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1753,MetaTrait-189714061,R151-PK100477064,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1754,MetaTrait-189711663,R151-PK100474656,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1755,MetaTrait-189703739,R151-PK100466702,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1756,MetaTrait-189696546,R151-PK100459486,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1757,MetaTrait-189697053,R151-PK100459996,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1758,MetaTrait-189686781,R151-PK100449696,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1759,MetaTrait-189679202,R151-PK100442100,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1760,MetaTrait-189672403,R151-PK100435284,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1761,MetaTrait-189667501,R151-PK100430378,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1762,MetaTrait-189648789,R151-PK100411632,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1763,MetaTrait-189649950,R151-PK100412796,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1764,MetaTrait-189632472,R151-PK100395292,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1765,MetaTrait-189628563,R151-PK100391378,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1766,MetaTrait-189627981,R151-PK100390796,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1767,MetaTrait-189626488,R151-PK100389300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1768,MetaTrait-189620277,R151-PK100383084,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1769,MetaTrait-189612578,R151-PK100375374,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1770,MetaTrait-189612049,R151-PK100374844,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1771,MetaTrait-189611777,R151-PK100374572,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1772,MetaTrait-189603105,R151-PK100365888,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1773,MetaTrait-189598023,R151-PK100360798,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1774,MetaTrait-189597502,R151-PK100360276,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1775,MetaTrait-189598059,R151-PK100360834,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1776,MetaTrait-189595980,R151-PK100358754,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1777,MetaTrait-189595900,R151-PK100358674,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1778,MetaTrait-189588481,R151-PK100351246,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1779,MetaTrait-189588157,R151-PK100350922,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1780,MetaTrait-189583863,R151-PK100346624,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1781,MetaTrait-189575068,R151-PK100337820,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1782,MetaTrait-189574193,R151-PK100336944,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1783,MetaTrait-189570674,R151-PK100333424,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1784,MetaTrait-189570154,R151-PK100332904,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1785,MetaTrait-189569774,R151-PK100332524,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1786,MetaTrait-189567582,R151-PK100330332,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1787,MetaTrait-189567804,R151-PK100330554,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1788,MetaTrait-189565850,R151-PK100328600,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1789,MetaTrait-189561143,R151-PK100323892,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1790,MetaTrait-189560385,R151-PK100323134,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1791,MetaTrait-176134427,R166-PK94369023,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1792,MetaTrait-176134765,R166-PK94369361,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1793,MetaTrait-176086477,R164-PK94321025,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1794,MetaTrait-176084639,R164-PK94319183,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1795,MetaTrait-176086182,R164-PK94320729,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1796,MetaTrait-176084695,R164-PK94319239,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1797,MetaTrait-176084573,R164-PK94319117,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1798,MetaTrait-176065158,R364-PK94299702,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1799,MetaTrait-176058730,R162-PK94293275,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1800,MetaTrait-176058810,R162-PK94293355,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1801,MetaTrait-176057814,R162-PK94292359,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1802,MetaTrait-176051609,R161-PK94286148,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1803,MetaTrait-176049365,R161-PK94283900,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1804,MetaTrait-176042973,R161-PK94277500,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1805,MetaTrait-176036145,R161-PK94270662,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1806,MetaTrait-176036721,R161-PK94271240,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1807,MetaTrait-176024422,R161-PK94258932,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1808,MetaTrait-176018135,R161-PK94252644,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1809,MetaTrait-176011943,R161-PK94246452,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1810,MetaTrait-176005134,R161-PK94239640,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1811,MetaTrait-176005058,R161-PK94239564,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1812,MetaTrait-176002035,R161-PK94236540,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1813,MetaTrait-176000929,R161-PK94235434,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1814,MetaTrait-175998851,R161-PK94233352,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1815,MetaTrait-175997055,R161-PK94231556,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1816,MetaTrait-175996271,R161-PK94230772,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
